id_referencia_some,id_element,client,element,property,pieza,datum
JOYSON_PTCOVER_3141954_AA_1224499 CV 2," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1224499 CV 2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1224499 CV1," N71.1_Posición(UZ)[-0,10]",JOYSON, N71.1,"Posición(UZ)[-0,10]",1224499 CV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236760CAV2, N58 E_Posición,JOYSON, N58 E,Posición,1236760CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1224845 CV 2, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1224845ACAV1, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1224845ACAV2, N87.1_Perfil de una línea,JOYSON, N87.1,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236760CAV2, N59.3_Posición,JOYSON, N59.3,Posición,1236760CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1224845cv1, N99_Posición,JOYSON, N99,Posición,1224845cv1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1224845cv2, N99_Posición,JOYSON, N99,Posición,1224845cv2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1225467 CV2 CANVI RULL, N99_Posición,JOYSON, N99,Posición,1225467 CV2 CANVI RULL,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1225467CAV1, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1225467CAV2, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1225957 CV 1 FINAL LOT, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1226007  cv1 (1500), N126_Posición,JOYSON, N126,Posición,1226007  cv1 (1500),Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1226007 CV 1 FINAL LOT, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1226007 CV 2  (15.000), N99_Posición,JOYSON, N99,Posición,1226007 CV 2  (15.000),Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1226007 CV 2 FINAL LOT, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1226007 CV1, N87.1_Perfil de una línea,JOYSON, N87.1,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1226007 CV2 , N12_PosiciónØ,JOYSON, N12,PosiciónØ,1226007 CV2 ,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1226009 CV 1 INICI LOT," N71.1_Posición(UZ)[-0,10]",JOYSON, N71.1,"Posición(UZ)[-0,10]",1226009 CV 1 INICI LOT,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1226009 CV1  CANVI RULL, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1226009 CV1, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1226009CAV1, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1226009CAV2, N54_Posición,JOYSON, N54,Posición,1226009CAV2,SC F E D 
JOYSON_PTCOVER_3141954_AA_12263007ACAV1, N87.1_Perfil de una línea,JOYSON, N87.1,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1226879A, N54_Posición,JOYSON, N54,Posición,1226879A,SC F E D 
JOYSON_PTCOVER_3141954_AA_1226879A, N68.2_Posición,JOYSON, N68.2,Posición,1226879A,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1226879A, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1226884 CV 2, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1226884ACAV1, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1226884ACAV2, N87.1_Perfil de una línea,JOYSON, N87.1,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1226884CAV2,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1226884CAV2,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1227124 CV1,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1227124 CV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1227124 CV2, N64.13_Posición,JOYSON, N64.13,Posición,1227124 CV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1227124 INICI LOT CV 2, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1227124 INICI LOT CV1, N64.14_Posición,JOYSON, N64.14,Posición,1227124 INICI LOT CV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1230052 CAV2,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1230052 CAV2,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1230052ACAV2, N126_Posición,JOYSON, N126,Posición,1230052ACAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1230052CAV2," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1230052CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1230052cav2," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1230052cav2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1230420ACAV1, N12_PosiciónØ,JOYSON, N12,PosiciónØ,1230420ACAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1231417 CAV 2, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1236760,  N76_Posición,JOYSON,  N76,Posición,1236760.0,A B C ROTAT
JOYSON_PTCOVER_3141954_AA_1236760, N4.1_Posición,JOYSON, N4.1,Posición,1236760.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236760, N4.2_Posición,JOYSON, N4.2,Posición,1236760.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236760, N4.3_Posición,JOYSON, N4.3,Posición,1236760.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232241  CV1  (4000), N87.2_Perfil de una línea,JOYSON, N87.2,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232241 AA1, N122.2_Posición,JOYSON, N122.2,Posición,1232241 AA1,DATUMS A B C R21º
JOYSON_PTCOVER_3141954_AA_1232241 AA1, N62.3_Posición,JOYSON, N62.3,Posición,1232241 AA1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232241 AA1, N126_Posición,JOYSON, N126,Posición,1232241 AA1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232241 A, N99_Posición,JOYSON, N99,Posición,1232241 A,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232241 cV 2  (5000), N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1236760, N59.2_Posición,JOYSON, N59.2,Posición,1236760.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232241 CV2, N99_Posición,JOYSON, N99,Posición,1232241 CV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232241ACAV2," N71.4_Posición(UZ)[-0,10]",JOYSON, N71.4,"Posición(UZ)[-0,10]",1232241ACAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232657 A CV2, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
BROSE_G44967_101_42667, N49.1 SC_PosiciónØ,BROSE, N49.1 SC,PosiciónØ,42667.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232657 CV1 (5000),  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1232657 CV1 (5000),DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1232657 cv1(10000)," N71.2_Posición(UZ)[-0,10]",JOYSON, N71.2,"Posición(UZ)[-0,10]",1232657 cv1(10000),Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236760, N62.1_Posición,JOYSON, N62.1,Posición,1236760.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232657 CV2 (5000)," N71.1_Posición(UZ)[-0,10]",JOYSON, N71.1,"Posición(UZ)[-0,10]",1232657 CV2 (5000),Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1232657FCAV2, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1233032CAV1, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1233032CAV2, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1233032, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1236760, N64.2_Posición,JOYSON, N64.2,Posición,1236760.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1233765ACAV1, N126_Posición,JOYSON, N126,Posición,1233765ACAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1233765, N99_Posición,JOYSON, N99,Posición,1233765.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1233772.F, N126_Posición,JOYSON, N126,Posición,1233772.F,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1233772F, N12_PosiciónØ,JOYSON, N12,PosiciónØ,1233772F,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1234674ACAVITAT2," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1234674ACAVITAT2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236760, N64.5_Posición,JOYSON, N64.5,Posición,1236760.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236760, N64.7_Posición,JOYSON, N64.7,Posición,1236760.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1235060C1, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1235060C2, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1235422 CAV1, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_3118675_AB_1231082A," N7,1_∠XY",JOYSON," N7,1",∠XY,nan,nan
JOYSON_PTCOVER_3141954_AA_1235422 CAV2, N87.1_Perfil de una línea,JOYSON, N87.1,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1235422ACAV2,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1235422ACAV2,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1235422cr cav1, N99_Posición,JOYSON, N99,Posición,1235422cr cav1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1235422cr cav2," N71.2_Posición(UZ)[-0,10]",JOYSON, N71.2,"Posición(UZ)[-0,10]",1235422cr cav2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236289 1," N71.4_Posición(UZ)[-0,10]",JOYSON, N71.4,"Posición(UZ)[-0,10]",1236289 1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236289ACAV1," N71.2_Posición(UZ)[-0,10]",JOYSON, N71.2,"Posición(UZ)[-0,10]",1236289ACAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236289ACAV2," N71.1_Posición(UZ)[-0,10]",JOYSON, N71.1,"Posición(UZ)[-0,10]",1236289ACAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236289CAV2, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1236289, N68.4_Posición,JOYSON, N68.4,Posición,1236289.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236760ACAV1, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1236760ACAV2, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1236760CAV2CR, N99_Posición,JOYSON, N99,Posición,1236760CAV2CR,Sistema global de coordenadas
SOGEFI_19004_05_1220176 B, N405_Ø,SOGEFI, N405,Ø,1220176 B,nan
JOYSON_PTCOVER_3141954_AA_1236760, N68.5_Posición,JOYSON, N68.5,Posición,1236760.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236770CAV2, N126_Posición,JOYSON, N126,Posición,1236770CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1236770cav2, N12_PosiciónØ,JOYSON, N12,PosiciónØ,1236770cav2,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1237100CAV1,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1237100CAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1237201FCAV1,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1237201FCAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1237201FCAV2,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1237201FCAV2,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1237487ACAV1,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1237487ACAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1237487ACVA2,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1237487ACVA2,DATUMS A B C
SOGEFI_19004_05_1220176 D, N604.3_Posición,SOGEFI, N604.3,Posición,1220176 D,Sistema global de coordenadas
SOGEFI_19004_05_1220176 D, N704_Ø,SOGEFI, N704,Ø,1220176 D,nan
JOYSON_PTCOVER_3141954_AA_1237855cav1, N87.2_Perfil de una línea,JOYSON, N87.2,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1237855CAV2, N12_PosiciónØ,JOYSON, N12,PosiciónØ,1237855CAV2,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1237855FCAV1,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1237855FCAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1238786 CAV1, N99_Posición,JOYSON, N99,Posición,1238786 CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1238786ACAV1, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1238786ACAV2, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1238786cav2, N87.1_Perfil de una línea,JOYSON, N87.1,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1239573ACAV2," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1239573ACAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1239573CAV1, N99_Posición,JOYSON, N99,Posición,1239573CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1239573CAV2," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1239573CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1239679cav1," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1239679cav1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1239679cav2, N68.3_Posición,JOYSON, N68.3,Posición,1239679cav2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1239679cav2, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1240210 F-CAV2, N99_Posición,JOYSON, N99,Posición,1240210 F-CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1240210A-CAV2," N71.2_Posición(UZ)[-0,10]",JOYSON, N71.2,"Posición(UZ)[-0,10]",1240210A-CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1240210ACAV-1, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_1240210CAV1, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_1240210CAV2, N87.1_Perfil de una línea,JOYSON, N87.1,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1240210F CAV1,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1240210F CAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1241224 CAV1, N126_Posición,JOYSON, N126,Posición,1241224 CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1241224 CAV2, N99_Posición,JOYSON, N99,Posición,1241224 CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1241224ACAV1,  N76_Posición,JOYSON,  N76,Posición,1241224ACAV1,A B C ROTAT
JOYSON_PTCOVER_3141954_AA_1241224ACAV1," N71.4_Posición(UZ)[-0,10]",JOYSON, N71.4,"Posición(UZ)[-0,10]",1241224ACAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1241224ACAV2,  N76_Posición,JOYSON,  N76,Posición,1241224ACAV2,A B C ROTAT
JOYSON_PTCOVER_3141954_AA_1241224ACAV2," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1241224ACAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1241224CAV1," N71.1_Posición(UZ)[-0,10]",JOYSON, N71.1,"Posición(UZ)[-0,10]",1241224CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1241224cav1," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1241224cav1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1241224CAV2," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1241224CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1241224cav2," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",1241224cav2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1242214 CAV2, N99_Posición,JOYSON, N99,Posición,1242214 CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1242214ACAV2, N99_Posición,JOYSON, N99,Posición,1242214ACAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1242215ACAV1,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,1242215ACAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_1243052CAV1, N126_Posición,JOYSON, N126,Posición,1243052CAV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1243052CAV2, N99_Posición,JOYSON, N99,Posición,1243052CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1243053 C2, N99_Posición,JOYSON, N99,Posición,1243053 C2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1243053CAV2IL," N71.2_Posición(UZ)[-0,10]",JOYSON, N71.2,"Posición(UZ)[-0,10]",1243053CAV2IL,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1243053CAV2, N68.5_Posición,JOYSON, N68.5,Posición,1243053CAV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_1243053IL, N99_Posición,JOYSON, N99,Posición,1243053IL,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_17107ACV1, N99_Posición,JOYSON, N99,Posición,17107ACV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_17107ACV2, N99_Posición,JOYSON, N99,Posición,17107ACV2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_17665, N87.2_Perfil de una línea,JOYSON, N87.2,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_17865FL CAVITAT 2, N126_Posición,JOYSON, N126,Posición,17865FL CAVITAT 2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_18594ACV1, N126_Posición,JOYSON, N126,Posición,18594ACV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_228051,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,228051.0,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_228052, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_27124 A CV1, N99_Posición,JOYSON, N99,Posición,27124 A CV1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_29884 2 A," N71.2_Posición(UZ)[-0,10]",JOYSON, N71.2,"Posición(UZ)[-0,10]",29884 2 A,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_29884 CAV2 A, N99_Posición,JOYSON, N99,Posición,29884 CAV2 A,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_30052 1," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",30052 1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_31417 2,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,31417 2,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_31417 C1, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_31417 C2, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_31417, N68.5_Posición,JOYSON, N68.5,Posición,31417.0,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_33032C1, N126_Posición,JOYSON, N126,Posición,33032C1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_33032c2, N64.1_Posición,JOYSON, N64.1,Posición,33032c2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_33032c2, N65.3_Posición,JOYSON, N65.3,Posición,33032c2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_33032c2,  N73 DATUM C_PosiciónØ,JOYSON,  N73 DATUM C,PosiciónØ,33032c2,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_33032C2, N54_Posición,JOYSON, N54,Posición,33032C2,SC F E D 
JOYSON_PTCOVER_3141954_AA_33032C2, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_34674A_1, N46.3_Posición,JOYSON, N46.3,Posición,34674A/1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_34674A_1, N12_PosiciónØ,JOYSON, N12,PosiciónØ,34674A/1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_34674A_1, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_34674A_2, N54_Posición,JOYSON, N54,Posición,34674A/2,SC F E D 
JOYSON_PTCOVER_3141954_AA_34674A_2, N68.5_Posición,JOYSON, N68.5,Posición,34674A/2,Sistema global de coordenadas
SOGEFI_19004_05_1220176D A, N405_Ø,SOGEFI, N405,Ø,1220176D A,nan
SOGEFI_19004_05_1220176D A, N704_Ø,SOGEFI, N704,Ø,1220176D A,nan
SOGEFI_19004_05_1220176D A, N907_Posición,SOGEFI, N907,Posición,1220176D A,DATUM D
SOGEFI_19004_05_1220176D A, N406_ConcentricidadØ,SOGEFI, N406,ConcentricidadØ,nan,CERCLE C
JOYSON_PTCOVER_3141954_AA_37525A-2, N68.5_Posición,JOYSON, N68.5,Posición,37525A-2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_37525A," N71.3_Posición(UZ)[-0,10]",JOYSON, N71.3,"Posición(UZ)[-0,10]",37525A,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_37855    C2," N71.4_Posición(UZ)[-0,10]",JOYSON, N71.4,"Posición(UZ)[-0,10]",37855    C2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_37855  C1, N99_Posición,JOYSON, N99,Posición,37855  C1,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_39573    I.L C2, N99_Posición,JOYSON, N99,Posición,39573    I.L C2,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_39573   I.L   C1, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_39573  C2, N106.1_Perfil de una línea,JOYSON, N106.1,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_39573, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_39679 A CR, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_39679 A IL, N97.2_Perfil de una línea,JOYSON, N97.2,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_39679 C1 IL, N97.1_Perfil de una línea,JOYSON, N97.1,Perfil de una línea,nan,SC F E D 
JOYSON_PTCOVER_3141954_AA_39679 C2 IL, N106.2_Perfil de una línea,JOYSON, N106.2,Perfil de una línea,nan,DATUMS A B C R13º
JOYSON_PTCOVER_3141954_AA_40210 C1 CR, N87.2_Perfil de una línea,JOYSON, N87.2,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_40210 C2 CR, N87.1_Perfil de una línea,JOYSON, N87.1,Perfil de una línea,nan,Sistema global de coordenadas
JOYSON_PTCOVER_3141954_AA_40210 CAV1, N12_PosiciónØ,JOYSON, N12,PosiciónØ,40210 CAV1,DATUMS A B C
JOYSON_PTCOVER_3141954_AA_40210 CAV2, N12_PosiciónØ,JOYSON, N12,PosiciónØ,40210 CAV2,DATUMS A B C
